votes,user_id,name,average_stars,review_count,type,useful_votes,funny_votes,cool_votes
"{'funny': 0, 'useful': 0, 'cool': 0}",8o094h5docz7uh9p8JnWRQ,J,5.0,1,user,0,0,0
"{'funny': 4, 'useful': 13, 'cool': 7}",597KmijSB8ma9Qs7JKMJnQ,Toni,3.5,6,user,13,4,7
"{'funny': 6, 'useful': 23, 'cool': 7}",yRalNhE4YSdOoKJ9n_a4uA,Kelly,3.61,54,user,23,6,7
"{'funny': 0, 'useful': 0, 'cool': 0}",bgDtwDksBfilrtRvRNpviA,Greg,4.67,3,user,0,0,0
"{'funny': 1, 'useful': 1, 'cool': 1}",4owadNsuvA4AKC3FzMFbPQ,Hala,3.5,5,user,1,1,1
"{'funny': 0, 'useful': 1, 'cool': 0}",9HhgYzlfC1OVBJRP_xoEvw,Sara,3.0,2,user,1,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",mxViYcGg-RerE7_qr8aKuw,Becca,1.0,2,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",_lqsH9JNiAU3aZvKeMMnaw,Kara,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",__nf0YteodiVIZqn8Log6A,CJ,5.0,4,user,2,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",qlaKYuuE012SZ_isC7NCVg,Kris,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",YQUwN3bndJmKbA4Z6GxoBg,Marti,4.0,1,user,2,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",szQ6TI5h4Apk4BpuTokFUA,Chris,5.0,1,user,2,0,0
"{'funny': 29, 'useful': 35, 'cool': 26}",RC1nl_--1pcZKuKp_AYUbw,Lindsey,3.8,10,user,35,29,26
"{'funny': 9, 'useful': 30, 'cool': 8}",iVqLdVGkZgftmIdfp6zHHA,Lawrence,3.23,120,user,30,9,8
"{'funny': 5, 'useful': 14, 'cool': 2}",rmjrLW4KSLGGDkS6z5cbFw,S,3.57,7,user,14,5,2
"{'funny': 101, 'useful': 235, 'cool': 147}",jat0NYgodMevP4lXxjEIDQ,Shanon,3.52,165,user,235,101,147
"{'funny': 8, 'useful': 20, 'cool': 8}",AgLj_zfjlJJWf3J6aNwalQ,Tim,4.38,8,user,20,8,8
"{'funny': 2, 'useful': 4, 'cool': 3}",m6McM101WZAU561JhjqVBA,David,2.5,3,user,4,2,3
"{'funny': 0, 'useful': 0, 'cool': 0}",it6hGFx6JP80O_bkWDLXyQ,Brian,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",fb1Tl0QC_rKXMqLIVA82Kw,Michelle,4.5,3,user,1,0,0
"{'funny': 89, 'useful': 458, 'cool': 270}",brRr5SRQyzYa6S623Kvd5Q,Jocelyn,3.87,412,user,458,89,270
"{'funny': 4359, 'useful': 3845, 'cool': 3307}",8jqvr_c2_OmslqS2zEUXbg,Tina,3.48,551,user,3845,4359,3307
"{'funny': 9, 'useful': 43, 'cool': 11}",zNR8Q6Fw9UvlVSgxwEy-3Q,Todd,3.31,13,user,43,9,11
"{'funny': 5, 'useful': 8, 'cool': 6}",cHwny90PRas-fzAYQMxlHA,R,3.33,3,user,8,5,6
"{'funny': 4, 'useful': 16, 'cool': 13}",V80GMVxOodncfnloTVxXyg,Clifford,3.83,36,user,16,4,13
"{'funny': 0, 'useful': 9, 'cool': 1}",fk8Q9nMuR4NmuvBTPq1cNQ,David,4.08,14,user,9,0,1
"{'funny': 7, 'useful': 19, 'cool': 15}",ylF82_BakZ0aGYC-c0l9DA,Jimmy,4.31,13,user,19,7,15
"{'funny': 6, 'useful': 23, 'cool': 15}",kdUsSi5UdtbhFztn-g9-hw,Liliana,4.88,8,user,23,6,15
"{'funny': 0, 'useful': 0, 'cool': 0}",Cp9UbqYeAfi4NrGf4Z8J-w,Ross,4.0,1,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",jXRYf6YTVHHi2rLs9NFpeQ,Stephanie,3.0,2,user,0,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",NZvifUR_9b5aDdSV6P8L9w,Dave,4.0,9,user,2,0,1
"{'funny': 6, 'useful': 36, 'cool': 11}",voo1ybg-fOXCeqcFZuZZvA,Mike,4.5,20,user,36,6,11
"{'funny': 102, 'useful': 325, 'cool': 201}",ceKoQX0_IJZ6Lr9-9LGcbA,Todd,4.05,110,user,325,102,201
"{'funny': 0, 'useful': 3, 'cool': 2}",cWhH2MStxJQsfguG5W_skw,Brian,5.0,2,user,3,0,2
"{'funny': 0, 'useful': 1, 'cool': 0}",6-qmC2WbZ-m-f29Ddah3LQ,Sharon,5.0,1,user,1,0,0
"{'funny': 7, 'useful': 13, 'cool': 1}",78O6NdK-k8PiqFpPZnSvZQ,Jeanette,3.0,12,user,13,7,1
"{'funny': 2, 'useful': 22, 'cool': 0}",pMIwNPYx49RkNf7_cQ4QUQ,jennie,4.2,15,user,22,2,0
"{'funny': 7, 'useful': 60, 'cool': 17}",L77MtLXJfRPccPAszhQFLg,Alon,3.46,90,user,60,7,17
"{'funny': 0, 'useful': 15, 'cool': 4}",m9T2snsgTcNyr94cLNZiQQ,Deb,2.81,18,user,15,0,4
"{'funny': 0, 'useful': 1, 'cool': 0}",Cor3cutCkdsvm2uQYdxDjA,Nina,4.2,5,user,1,0,0
"{'funny': 0, 'useful': 9, 'cool': 3}",GG4Iuvit0obS9qPve5t-TQ,Donna,3.0,3,user,9,0,3
"{'funny': 0, 'useful': 2, 'cool': 0}",OR8LO7yYfZUSoC-sgGDF7Q,Mike,5.0,4,user,2,0,0
"{'funny': 0, 'useful': 7, 'cool': 3}",z86pMT9z-urfTRby8s-8LQ,Ashley,3.17,6,user,7,0,3
"{'funny': 3, 'useful': 17, 'cool': 1}",Iq4beW4vsrvYk2lqKpimtQ,Keith,3.47,19,user,17,3,1
"{'funny': 9, 'useful': 15, 'cool': 9}",g8up_FWF-A5JQjuUJ_VsWw,Justin,3.89,10,user,15,9,9
"{'funny': 0, 'useful': 3, 'cool': 1}",OpptIXByg4zKm7ZAAzJtoQ,DINA,4.4,5,user,3,0,1
"{'funny': 0, 'useful': 2, 'cool': 0}",qXgmDv3GbOJJA9wWH5f3bg,Melissa,4.4,5,user,2,0,0
"{'funny': 4, 'useful': 16, 'cool': 0}",5p-YuBtjEg98h7EnP4AjpQ,Angela,2.62,9,user,16,4,0
"{'funny': 0, 'useful': 3, 'cool': 0}",-SXBiuimPk2qBkqQAFc4dg,Sofie,5.0,3,user,3,0,0
"{'funny': 0, 'useful': 2, 'cool': 0}",TZaTS-VR8cpSUyzyhw0Yow,Bryan,5.0,1,user,2,0,0
"{'funny': 0, 'useful': 2, 'cool': 1}",Q1QNxFI88XejGsMjf6N3ew,Jamie,5.0,1,user,2,0,1
"{'funny': 30, 'useful': 76, 'cool': 18}",PUL8BV55Mq0yVe2yWVLLww,Irene,3.78,76,user,76,30,18
"{'funny': 1, 'useful': 3, 'cool': 2}",c8CMkM8-OJ5qxowGUQdnZw,Leslie,3.5,2,user,3,1,2
"{'funny': 19, 'useful': 155, 'cool': 36}",sjXubsgIJvL9tFIctrK5uw,Karl,3.48,183,user,155,19,36
"{'funny': 1, 'useful': 6, 'cool': 1}",T54Wi7W2HG1Hsz2fpivR4g,Macy,4.1,10,user,6,1,1
"{'funny': 0, 'useful': 2, 'cool': 0}",FMl_rC4BJXhZbJRrYU_Oqg,Jodi,5.0,2,user,2,0,0
"{'funny': 3, 'useful': 9, 'cool': 8}",3m0aWTZ7DVdJzRAkPUXizA,Sherry,4.5,14,user,9,3,8
"{'funny': 0, 'useful': 0, 'cool': 0}",KJAAyET1BqtQ5HQkjoJa5g,Phoenix,2.67,3,user,0,0,0
"{'funny': 4, 'useful': 12, 'cool': 6}",-Pzm_qd-rQ9ruWBa1vWoPA,Adam,4.22,9,user,12,4,6
"{'funny': 2, 'useful': 12, 'cool': 0}",pl5hDN_9P5J-2ejFem0YYw,Erin,2.2,7,user,12,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",_h-YMnASnzG1Dkvt3E2pYg,Tristan,5.0,1,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",8RiFU8hsCtCSNZZliC7kpg,M,1.0,1,user,1,0,0
"{'funny': 63, 'useful': 89, 'cool': 71}",D51iPTqGk-h2BR75OZzeVA,Katie,4.13,172,user,89,63,71
"{'funny': 2, 'useful': 7, 'cool': 2}",NhFWYfcw-_-Ri9fsBhbitQ,Sherin,2.82,11,user,7,2,2
"{'funny': 5, 'useful': 7, 'cool': 2}",N_Cgf5FVbMAPfS004x-jQA,Boris,3.0,4,user,7,5,2
"{'funny': 255, 'useful': 784, 'cool': 517}",17LPTsu4RgqTZ3SxsGzzxw,Rob,3.82,719,user,784,255,517
"{'funny': 4, 'useful': 8, 'cool': 3}",YOFT5INEkyytUFWJP8FZGg,Brian,3.09,11,user,8,4,3
"{'funny': 0, 'useful': 1, 'cool': 1}",R7RbxBvhBT-cTyfB7NNNBg,Jim,5.0,2,user,1,0,1
"{'funny': 1, 'useful': 6, 'cool': 1}",ZQhjCN26Gbd_Mc9inG-Ldw,blu,3.0,2,user,6,1,1
"{'funny': 0, 'useful': 5, 'cool': 0}",jJCUXOsOmpXypJ2aDrcFLw,Brett,5.0,3,user,5,0,0
"{'funny': 21, 'useful': 34, 'cool': 31}",JVTvEtBDi-WDqB0PSTf4BQ,Mauricio,3.65,20,user,34,21,31
"{'funny': 51, 'useful': 107, 'cool': 26}",GD0zXvp0F1uW4Gpl6rUAYA,S,3.65,103,user,107,51,26
"{'funny': 14, 'useful': 54, 'cool': 23}",B84_jVH5SYE9NZn25IjbdQ,janette,3.54,24,user,54,14,23
"{'funny': 0, 'useful': 0, 'cool': 0}",zbJ7gfUWPzPipihuWDlNng,Bill,3.0,3,user,0,0,0
"{'funny': 2, 'useful': 6, 'cool': 1}",rZ3fntAgoMeq98LeqcqMcA,Rose,3.89,9,user,6,2,1
"{'funny': 0, 'useful': 6, 'cool': 1}",0g8cmPNYOqbON3O0pUAVsQ,Wendy,4.25,4,user,6,0,1
"{'funny': 0, 'useful': 0, 'cool': 0}",QDLptJsnrinGsYxlIbMFiQ,Ali,5.0,2,user,0,0,0
"{'funny': 2, 'useful': 4, 'cool': 0}",DfR6a30dd3PDe64_oE-Tjw,Alyssa,2.0,1,user,4,2,0
"{'funny': 0, 'useful': 0, 'cool': 0}",qzsLm2fL5yiH5AvC9HNLCg,Priscill,5.0,3,user,0,0,0
"{'funny': 6, 'useful': 10, 'cool': 4}",Bc94u79bFmGaUH3coZhBHQ,Derk,3.17,6,user,10,6,4
"{'funny': 15, 'useful': 21, 'cool': 10}",-2PFmYGWB6rQhZtRh6PlPA,M,2.83,23,user,21,15,10
"{'funny': 0, 'useful': 2, 'cool': 2}",FT2OHcuiKs1B3xTFFK2ghw,Carrie,4.67,3,user,2,0,2
"{'funny': 0, 'useful': 0, 'cool': 0}",Kf1AduO9VQ_XdX6kFr9Uhg,Rich,4.5,4,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",m6sA3DxfzU4hXW9PXy0sUw,Adam,2.33,3,user,1,0,0
"{'funny': 3, 'useful': 8, 'cool': 3}",OkjQ2BA6oyM1_NLk4zMBHA,Pete,3.28,29,user,8,3,3
"{'funny': 0, 'useful': 9, 'cool': 0}",h2vP7AXI-U48GgqsD5Bh5Q,Noemi,4.25,4,user,9,0,0
"{'funny': 5, 'useful': 21, 'cool': 8}",DWq56TdaZMhNO4QvWzskKg,Karen,3.74,19,user,21,5,8
"{'funny': 10, 'useful': 24, 'cool': 5}",R_fae0rypqy4iiYfVmFHvQ,Rebecca,3.3,23,user,24,10,5
"{'funny': 1, 'useful': 1, 'cool': 0}",ChcG0z8xGw2P4mbiyl4ajw,Ann Marie,5.0,3,user,1,1,0
"{'funny': 9, 'useful': 48, 'cool': 7}",jnPXt5PyIgI92VvBLaNCeA,Victoria,3.6,20,user,48,9,7
"{'funny': 1, 'useful': 4, 'cool': 1}",dDPZdy7RMCGQmHdm80YBiQ,Andy,3.0,5,user,4,1,1
"{'funny': 2, 'useful': 9, 'cool': 2}",_AK2GvFhdZc9EYa6O3KvIQ,Johanna,4.0,10,user,9,2,2
"{'funny': 2, 'useful': 8, 'cool': 3}",KT4-9s8cvJG2AC4xgOvckw,Keith,3.0,11,user,8,2,3
"{'funny': 4, 'useful': 25, 'cool': 4}",VJN7o5JgNP1diUaE7iSYlA,Mollie,3.85,13,user,25,4,4
"{'funny': 0, 'useful': 2, 'cool': 1}",9F9O1ewWziu0IBxL-O0pNg,shaun,5.0,1,user,2,0,1
"{'funny': 2, 'useful': 23, 'cool': 11}",xZiPsFRtUp_DB126u8qvOQ,Kristopher,3.47,32,user,23,2,11
"{'funny': 299, 'useful': 447, 'cool': 311}",HY9qpAamqLXFoa7xMwNntg,Braedyn,3.62,158,user,447,299,311
"{'funny': 348, 'useful': 512, 'cool': 341}",DihfnxUWIqp9AZ2HnbIybw,Sophia,3.38,346,user,512,348,341
"{'funny': 0, 'useful': 2, 'cool': 2}",cjChfSLqaJKzyZlaqEJPfA,Micah,4.33,4,user,2,0,2
"{'funny': 3, 'useful': 5, 'cool': 0}",o8L_FCA9rA3JN9zE4hoYbA,Derek,3.33,3,user,5,3,0
"{'funny': 0, 'useful': 5, 'cool': 2}",yQ9GkQjJK3q88DjQxwncXg,Jeremy,5.0,3,user,5,0,2
"{'funny': 1, 'useful': 4, 'cool': 1}",_YvaKqDlRuNhV5x7eIXgNA,Ryan,3.0,2,user,4,1,1
"{'funny': 0, 'useful': 0, 'cool': 0}",omgQBi5iANkR1X4xuclMZA,Troy,5.0,1,user,0,0,0
"{'funny': 6, 'useful': 47, 'cool': 17}",7sSQteGLkQ2MSroV1KY35Q,Sandi,3.64,39,user,47,6,17
"{'funny': 9, 'useful': 23, 'cool': 6}",5bs9-7Fwjuv4HiQNFVZTEw,Tyler,4.13,31,user,23,9,6
"{'funny': 0, 'useful': 5, 'cool': 0}",U0Ij1a8oSy6YW4c5nswxZA,Saba,3.0,2,user,5,0,0
"{'funny': 3, 'useful': 18, 'cool': 2}",QjJLGgZ8BAD50WOWVP04yQ,Jillian,3.42,19,user,18,3,2
"{'funny': 7, 'useful': 16, 'cool': 6}",mWI0jgWEADAQXO0798TG7w,Raz,3.72,18,user,16,7,6
"{'funny': 2, 'useful': 4, 'cool': 0}",9PEcOBO-doJczRrKlnAVMA,Alyssa,4.0,4,user,4,2,0
"{'funny': 1979, 'useful': 3847, 'cool': 2712}",NduGDKc6hLcb1S6OtW62XQ,Aimee,4.06,508,user,3847,1979,2712
"{'funny': 127, 'useful': 383, 'cool': 166}",2Kuor_NWLIN81ecIS8zHUw,Gus,3.61,410,user,383,127,166
"{'funny': 232, 'useful': 258, 'cool': 180}",lntzJV5nXoFc9V9XNhfuow,Megh,3.49,149,user,258,232,180
"{'funny': 0, 'useful': 0, 'cool': 0}",vE4wudLqWtIoRT13qgE_jA,Michelle,4.33,3,user,0,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",viBbZoi3ECCbP_tbmI6UNw,Rachel,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",JFffaZumjkbOiGAnzeVbNA,Vanessa,4.67,3,user,1,0,0
"{'funny': 1, 'useful': 5, 'cool': 1}",H6L8YcnWXhcLiJm_xinfPA,Debbie,3.67,6,user,5,1,1
"{'funny': 1, 'useful': 5, 'cool': 1}",4ijNZcDq3jiXF10K9lDRZg,Nate,3.67,15,user,5,1,1
"{'funny': 0, 'useful': 7, 'cool': 1}",nAkA4ZeQ9T6iKEsnLaE-pg,Bryson,3.43,7,user,7,0,1
"{'funny': 1, 'useful': 1, 'cool': 0}",sZJo1hJjJt5mSlh2caoQ4A,Evgeny,2.67,6,user,1,1,0
"{'funny': 7, 'useful': 53, 'cool': 13}",MI76B2xNe_eb1V9SZ7K8FA,Wilbert,3.63,215,user,53,7,13
"{'funny': 0, 'useful': 1, 'cool': 0}",9MpA0k49TlAmntxj1p3feA,amber,3.82,11,user,1,0,0
"{'funny': 0, 'useful': 0, 'cool': 0}",yVovUSzS8lVh69vN8pAiLg,Matt,2.0,1,user,0,0,0
"{'funny': 8, 'useful': 16, 'cool': 8}",GoDjpEPTyUQoQVRwPljIgw,Alyse,4.0,28,user,16,8,8
"{'funny': 0, 'useful': 5, 'cool': 0}",M9k5J8gWPuAuANydx-dewg,Jonathan,4.0,11,user,5,0,0
"{'funny': 0, 'useful': 9, 'cool': 0}",KH95IEsTBPH_Ppr4TqggfA,Milton,3.29,21,user,9,0,0
"{'funny': 4, 'useful': 20, 'cool': 5}",udhp12rP5oV0uRcVUTcfZA,Chad,3.47,19,user,20,4,5
"{'funny': 9, 'useful': 21, 'cool': 11}",eMmo2Fsn-CdGSd7pn-UeSQ,Jinnifer,2.92,13,user,21,9,11
"{'funny': 0, 'useful': 0, 'cool': 0}",7x9oYPGJUnUic47GJ_ewbg,Greg,5.0,2,user,0,0,0
"{'funny': 0, 'useful': 20, 'cool': 1}",qYCAR7Q4u6xvAWLVR56W3A,Drea,3.75,12,user,20,0,1
"{'funny': 0, 'useful': 1, 'cool': 0}",R8YTvXLc0eHWkrf1H4_5_w,Jeremy,2.0,1,user,1,0,0
"{'funny': 0, 'useful': 5, 'cool': 0}",MWyMyWcdwcgSkrYpkuH2oA,Damon,4.0,4,user,5,0,0
"{'funny': 3, 'useful': 15, 'cool': 1}",ravGsql6XhyyLlYuTgulhA,Ralph,2.2,12,user,15,3,1
"{'funny': 369, 'useful': 419, 'cool': 311}",wVUf3aE9sFcOlf39onlFfw,Daryl,3.63,280,user,419,369,311
"{'funny': 0, 'useful': 13, 'cool': 3}",6wGBmFyZdPgZ6ABQp4SELQ,Barry,3.5,15,user,13,0,3
"{'funny': 0, 'useful': 3, 'cool': 0}",Jl389KJ2rmwpvT_DFHwVqA,Re',4.0,2,user,3,0,0
"{'funny': 44, 'useful': 75, 'cool': 35}",YTrENuteaA0cc5JPkmAHlw,James,3.81,36,user,75,44,35
"{'funny': 0, 'useful': 0, 'cool': 0}",AZ3MMyPiFrukvuiA2YwX2Q,Michelle,3.5,2,user,0,0,0
"{'funny': 2, 'useful': 3, 'cool': 0}",BbqGQVEfIMENpjnWx4emBw,Michael,1.5,2,user,3,2,0
"{'funny': 1, 'useful': 1, 'cool': 0}",7ubcK6SNkmeUkGvumgcbHA,Drew,3.0,1,user,1,1,0
"{'funny': 22, 'useful': 85, 'cool': 58}",W7cDTrBPXvq3J9Bg5TQYOg,Rebecca,3.67,107,user,85,22,58
"{'funny': 6, 'useful': 22, 'cool': 6}",LsPz1sDewmNExoAtx7ubrA,Jessica,4.42,25,user,22,6,6
"{'funny': 8, 'useful': 8, 'cool': 6}",BsOmYKIia1VMxnm-U_J16g,Ava,3.5,20,user,8,8,6
"{'funny': 74, 'useful': 301, 'cool': 156}",-Q0yfgIXTRU2CSZNf4mcog,Harry,3.84,136,user,301,74,156
"{'funny': 3, 'useful': 2, 'cool': 1}",1JUwyYab-uJzEx_FRd81Zg,Marie,3.6,6,user,2,3,1
"{'funny': 1248, 'useful': 2544, 'cool': 2004}",TQ5eVGOFr_qB5_BbEd3Sow,MaryLou,3.71,985,user,2544,1248,2004
"{'funny': 2, 'useful': 8, 'cool': 4}",5fOj5uf9mGBZwU8UP-2CbA,Ellen,2.6,7,user,8,2,4
"{'funny': 44, 'useful': 73, 'cool': 39}",SajMAAvnZe5-_QxTlJuZew,Kay,3.42,110,user,73,44,39
"{'funny': 0, 'useful': 2, 'cool': 0}",6TA-_zZX_a3_UZXutsvJUQ,Amy,5.0,1,user,2,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",fNs689kCLFAXDk9VrJIYWg,Seth,5.0,3,user,1,0,0
"{'funny': 0, 'useful': 1, 'cool': 0}",0UdcX45adO2CucfeCw7hPg,Lavender,4.0,2,user,1,0,0
"{'funny': 2, 'useful': 9, 'cool': 1}",oO2Lh6HKSB5aYssEzoUW2g,Jennifer,4.22,9,user,9,2,1
"{'funny': 0, 'useful': 4, 'cool': 2}",NDp84JNAeWkzkDEfyktHTQ,Anisa,3.33,9,user,4,0,2
"{'funny': 0, 'useful': 3, 'cool': 0}",_EzXvTXSVNqwgujyF89HPg,Fabiola,4.25,10,user,3,0,0
"{'funny': 1, 'useful': 5, 'cool': 1}",YIYkgZ8PipPJ6gwKCHazgw,Paul,2.0,5,user,5,1,1
"{'funny': 0, 'useful': 4, 'cool': 2}",OZgoiZvi7JeNgZnkskIIRA,Jared,3.75,8,user,4,0,2
"{'funny': 0, 'useful': 0, 'cool': 0}",KsoRyqPvx77lbd-2mz-8Qw,Diane,1.33,3,user,0,0,0
"{'funny': 45, 'useful': 217, 'cool': 87}",oRRHrcRPcEAnOepF3KPfsg,Shirley,3.91,185,user,217,45,87
"{'funny': 1, 'useful': 6, 'cool': 0}",KcFiBjSkoK1U9iqEmRFNuw,Adam,3.9,10,user,6,1,0
"{'funny': 1, 'useful': 2, 'cool': 0}",M3sad-ztbivn0cAbW0Os5Q,James,4.33,13,user,2,1,0
"{'funny': 0, 'useful': 1, 'cool': 1}",iYHVmjLp2K_CqXd8qakVHA,George,4.5,2,user,1,0,1
"{'funny': 8, 'useful': 28, 'cool': 13}",LnWNKWLd-mF1U4OViloQWA,Kimberley,4.08,12,user,28,8,13
"{'funny': 0, 'useful': 2, 'cool': 0}",1cjXceQTPW1byV5ulqz7KQ,Yvonne,4.4,5,user,2,0,0
"{'funny': 2, 'useful': 6, 'cool': 2}",y9sNn3OT5fmfeXb99trdEg,Brad,3.0,8,user,6,2,2
"{'funny': 1, 'useful': 1, 'cool': 2}",j05oe8-L0Y4BgIXmlweEng,Karla,3.0,2,user,1,1,2
"{'funny': 2, 'useful': 3, 'cool': 1}",H-BEkqEHD079fhqcQ_1QwQ,B,3.8,12,user,3,2,1
"{'funny': 16, 'useful': 41, 'cool': 27}",AivhZeFM9EivrtQTc0iz_A,Iris,4.19,26,user,41,16,27
"{'funny': 1, 'useful': 3, 'cool': 0}",4pJvBS_BWEP5FSrtKzbwdw,Jiri,2.9,13,user,3,1,0
"{'funny': 0, 'useful': 7, 'cool': 1}",ys5wfKmGh_z_PcNUp321xw,heather,4.4,6,user,7,0,1
"{'funny': 2, 'useful': 12, 'cool': 1}",zPl5qWqZn0uPixQSiP4WHQ,Jason,4.25,20,user,12,2,1
"{'funny': 0, 'useful': 3, 'cool': 0}",uc_XkiD4tDeHoZpEKarq1Q,Daniel,5.0,2,user,3,0,0
"{'funny': 0, 'useful': 5, 'cool': 6}",rOpE3rWIQovTOg_aYZ6E8g,Dolores,4.5,2,user,5,0,6
"{'funny': 1, 'useful': 4, 'cool': 0}",NlxI17VkYlTRxMJX3XduvQ,Rebecca,4.38,10,user,4,1,0
"{'funny': 1, 'useful': 11, 'cool': 10}",6-icz5IVJCZ41CFClPGOJQ,Kathy,3.75,16,user,11,1,10
"{'funny': 5, 'useful': 10, 'cool': 3}",8ED0W8fujj7Dd0ShD92ABw,Ava,3.7,10,user,10,5,3
"{'funny': 1, 'useful': 6, 'cool': 4}",aYdfvy8hBjRt-0L52vLwWA,Phoebe,4.33,12,user,6,1,4
"{'funny': 36, 'useful': 48, 'cool': 31}",27MmRg8LfbZXNEHkEnKSdA,Brad,3.84,32,user,48,36,31
"{'funny': 0, 'useful': 1, 'cool': 0}",9LXItvBRJdlcXSaiEPyM8w,Rachel,3.0,2,user,1,0,0
"{'funny': 3, 'useful': 12, 'cool': 0}",QSVndCBjqjbJNM5YZC79zQ,Meghan,4.35,23,user,12,3,0
"{'funny': 5, 'useful': 9, 'cool': 6}",9UF0rdwwjrUVqjWKMdRSow,LiveToEat,1.67,6,user,9,5,6
"{'funny': 0, 'useful': 1, 'cool': 0}",6oDX05oHe_vG3EomghoOPQ,Tonny,3.5,2,user,1,0,0
"{'funny': 1, 'useful': 3, 'cool': 0}",p4AECrnSnIlHKBNN5rDJPA,Elisa,3.4,6,user,3,1,0
"{'funny': 3, 'useful': 3, 'cool': 1}",gHjfdbRjIQQ3AaUzRa6bsQ,Vincent,3.0,5,user,3,3,1
"{'funny': 3, 'useful': 0, 'cool': 0}",6ejUFb2RfFaHKOSINzRy5A,Alana,2.33,6,user,0,3,0
"{'funny': 1, 'useful': 7, 'cool': 3}",Zi0h5i-ZKDI9hZQgKCyDSw,Lydia,3.67,9,user,7,1,3
"{'funny': 4, 'useful': 4, 'cool': 3}",HtaZHMbjw9O7e70YXaKVBw,Brian,3.0,2,user,4,4,3
"{'funny': 0, 'useful': 0, 'cool': 0}",YyOUihuwGS52bf82uab2pQ,G,5.0,1,user,0,0,0
"{'funny': 1, 'useful': 5, 'cool': 1}",Npm3rW_UzI-dyKUSpipu1g,d,3.0,6,user,5,1,1
"{'funny': 0, 'useful': 9, 'cool': 0}",Vom04czD9mcmmOWNpp-bYg,S,3.44,16,user,9,0,0
"{'funny': 50, 'useful': 163, 'cool': 85}",crHk39O5I5ZEpzNQz6XgAw,Alexis,3.73,123,user,163,50,85
"{'funny': 0, 'useful': 1, 'cool': 2}",WLBGfmBG_JSp9Omz8LaA_w,Yolanda,4.33,3,user,1,0,2
"{'funny': 33, 'useful': 93, 'cool': 58}",zyMcgGk6bSUdHbl4StOIeA,Charlotte,3.54,70,user,93,33,58
"{'funny': 1, 'useful': 14, 'cool': 3}",796lkdsDqrDCnChEfZ4gUA,JEFF,4.0,26,user,14,1,3
"{'funny': 1, 'useful': 5, 'cool': 1}",F6mQhKLdj_PEdxLvDYOm2Q,Daniel,3.86,9,user,5,1,1
"{'funny': 0, 'useful': 1, 'cool': 0}",N2tvp-H5kuKPq_mSOKW3kQ,Jewels,5.0,3,user,1,0,0
"{'funny': 1, 'useful': 0, 'cool': 0}",m2nNoCUY5PhY3OuOf7qSxg,Pam,3.0,2,user,0,1,0
"{'funny': 22, 'useful': 94, 'cool': 24}",XlpWeuFSEqj9hH_aefJxHA,Terrie,4.02,171,user,94,22,24
"{'funny': 11, 'useful': 21, 'cool': 16}",Ut8dgpxKahmC_9v5PbYOmw,Scott,4.52,27,user,21,11,16
"{'funny': 5, 'useful': 11, 'cool': 1}",RagnKPkg8SJa3J-p0tkZ8Q,Thomaso,1.33,6,user,11,5,1
"{'funny': 0, 'useful': 0, 'cool': 0}",bp4hydtZAEaY7euROoyz_Q,sandy,1.0,2,user,0,0,0
"{'funny': 0, 'useful': 7, 'cool': 5}",TrgCQ7q2i-lT4Gtp0IyjNA,Maura,4.75,9,user,7,0,5
"{'funny': 2, 'useful': 0, 'cool': 0}",yi-TbBRaKAOFKEP4yv0nWA,Robert,3.67,3,user,0,2,0
"{'funny': 3, 'useful': 6, 'cool': 6}",zgINAxODrEcqvIfCR7cJgw,Donna,3.67,9,user,6,3,6
"{'funny': 3, 'useful': 7, 'cool': 5}",-sHOugMpr6EFX4JlmW-ihw,Charlotte,4.0,4,user,7,3,5
"{'funny': 12, 'useful': 15, 'cool': 4}",vWcK9nUpGBMVSFBOhUx_hA,Marc,3.13,23,user,15,12,4
"{'funny': 10, 'useful': 13, 'cool': 2}",v6VXTTsHKsoE0kSTHtuhJA,Larry,3.73,11,user,13,10,2
"{'funny': 0, 'useful': 1, 'cool': 0}",fdnYz54JSzaKzITgybI7mw,Deb,2.0,1,user,1,0,0
"{'funny': 8, 'useful': 25, 'cool': 17}",DWT79TF2dSx1CYN6FKJXzg,Kelli,4.33,9,user,25,8,17
"{'funny': 22, 'useful': 104, 'cool': 24}",n7MaeazeXWF6RnPiXpWQ5w,Michael,3.12,152,user,104,22,24
